store_id,ingredient_id,quantity
sancha-bar-milpitas,50457,150
chick-and-tea-milpitas-4,37413,99
t4-san-jose,82564,98
queens-cafe-milpitas,55889,62
the-pennywort-san-jose-5,77807,103
bambu-san-jose-9,38486,20
black-pearl-san-jose-2,25495,100
happiness-cafe-san-jose,87396,107
85-c-bakery-cafe-milpitas-2,95002,73
simpletea-milpitas,5178,52
bambu-milpitas-7,56325,15
fantasia-coffee-and-tea-santa-clara,45430,27
shihlin-taiwan-street-snacks-milpitas,20569,92
quickly-milpitas-2,24363,112
honeyberry-san-jose-9,76918,111
aroma-coffee-and-snacks-milpitas,41554,89
teatime-redwood-city,41333,48
comebuy-drinks-redwood-city,26694,88
teaspoon-redwood-city,97720,121
davidstea-palo-alto-2,86579,136
pokélove-palo-alto,31152,65
bare-bowls-palo-alto,87830,124
tea-time-palo-alto,58220,44
chantal-guillon-macarons-and-teas-palo-alto-2,14772,123
happy-donuts-palo-alto,34561,117
quickly-sunnyvale-4,14304,87
fraiche-palo-alto-2,26289,136
quickly-redwood-city,62129,51
coupa-café-palo-alto-3,94530,99
cream-palo-alto-3,96969,60
ohana-express-redwood-city-2,88731,95
yogurtland-palo-alto,90699,149
coupa-café-lytton-palo-alto,57660,98
green-bakery-and-café-los-altos-11,94106,95
wild-berry-yogurt-menlo-park,77353,17
the-posh-bagel-los-altos,81658,99
paris-baguette-palo-alto,87073,97
taza-deli-and-cafe-redwood-city,28763,59
rojoz-gourmet-wraps-palo-alto-2,86535,61
froyola-redwood-city,30933,112
mr-green-bubble-sunnyvale,30596,30
coupa-cafe-green-library-stanford,49891,140
dohatsuten-palo-alto,8701,69
panda-express-mountain-view-2,34807,143
nekter-juice-bar-mountain-view,19863,94
green-leaf-asian-bistro-and-cafe-redwood-city-2,87295,56
koma-sushi-restaurant-menlo-park-3,62080,78
the-axe-and-palm-stanford,80126,84
cocohodo-sunnyvale-2,79677,7
hotpot-first-sunnyvale,45166,121
bean-scene-sunnyvale,43463,130
sharetea-santa-clara-7,71241,87
jazen-tea-santa-clara-santa-clara,60803,36
honeyberry-santa-clara,69460,131
world-wrapps-2-0-santa-clara,83616,56
youji-fresh-rolls-wine-and-tea-santa-clara,72102,47
frozos-frozen-yogurt-santa-clara,74373,105
cool-tea-bar-south-san-francisco-4,49940,28
tiger-tea-and-juice-burlingame-3,93785,20
aqua-club-dessert-and-beverage-san-bruno,49133,82
bobabia-san-mateo,15864,114
happy-lemon-burlingame-4,72213,73
eggettes-south-san-francisco,65896,67
tpumps-burlingame,97346,47
teaspoon-san-mateo,84587,111
cha-express-san-mateo,98505,97
search-tea-millbrae-5,66181,8
tea-world-pacifica,7578,20
t4-millbrae-10,49665,32
i-tea-burlingame-2,78789,82
boba-dude-half-moon-bay,19207,130
eggettes-millbrae-2,47951,101
gong-cha-san-mateo-2,92833,19
bambu-south-san-francisco,76363,12
super-cue-cafe-san-mateo-2,17308,71
bambu-san-mateo-2,68279,143
eggettes-san-mateo,71920,18
chatime-san-mateo-2,97532,57
tpumps-foster-city,59694,3
creme-brewlee-san-mateo-2,28139,14
chatime-foster-city,94177,65
quickly-san-mateo,8202,88
fresh-nation-desserts-san-mateo-2,62012,33
ya-ua-yogurt-and-boba-tea-belmont-2,51896,23
snacks-san-mateo-2,87996,128
dessert-republic-san-mateo,84034,33
mints-and-honey-san-carlos,52280,9
bambu-millbrae-2,93063,127
icicles-san-mateo,49507,54
kingkat-bar-and-eatery-san-mateo-2,90340,147
quickly-burlingame-2,78226,83
antoines-cookie-shop-san-mateo-3,26791,68
quickly-foster-city-3,98705,47
moo-moo-yogurt-foster-city,67252,114
clear-optometry-san-mateo,91458,117
boiling-point-san-mateo,47256,25
cream-san-mateo,19653,122
poke-island-creasian-kitchen-san-mateo,70005,30
waterfront-cafe-burlingame,61936,131
never-too-latte-san-bruno-2,69355,144
jougert-bar-burlingame,60186,26
mini-coffee-san-mateo-2,22311,63
sweet-indulgence-millbrae-3,83770,140
ramen-dojo-san-mateo,67025,58
quickly-millbrae-4,27615,58
bobo-drinks-fairfield-2,74573,90
t4-tea-for-u-fairfield,92535,28
peace-love-and-boba-vacaville,73639,89
halo-halo-bar-and-boba-station-suisun-city,13871,127
quickly-fairfield-3,62168,11
tutti-frutti-fairfield-2,11724,64
sharetea-concord-3,63719,47
i-tea-pittsburg,17969,136
quickly-vallejo-12,91312,45
teazentea-brentwood-3,64296,1
quickly-vacaville,25020,107
mandro-teahouse-davis,39080,24
tapioca-express-vallejo,83542,17
okashi-fusion-vacaville,14677,12
cafe-tapioca-hercules,29073,41
pho-saigon-no-1-vietnamese-restaurant-fairfield-2,7379,18
ontap-davis,15298,141
t4-antioch-12,41619,115
bobaloca-concord-4,39332,78
teabo-café-davis,93501,21
lazi-cow-davis,14003,58
t4-san-pablo-3,26301,83
t4-concord-concord,52446,83
dragon-snow-el-sobrante,28668,72
cj-fusion-fairfield,34858,61
gong-cha-davis,27761,64
suisun-seafood-center-suisun-city,92345,22
teaone-davis,41590,60
quickly-brentwood-brentwood,72730,22
t4-davis-3,31374,104
bangkok-paradise-fairfield,11041,69
easel-davis-2,85312,128
sharetea-davis-davis-2,28395,63
the-old-teahouse-davis-3,82884,68
pho-lee-hoa-phat-fairfield,53607,49
skyview-noodle-and-tea-pittsburg-3,47668,137
noodle-house-fairfield-2,56521,83
sisig-suisun-city-3,49811,55
rrags-caffe-benicia,48925,72
yumygurt-pinole,94317,37
vampire-penguin-brentwood-2,37297,143
going-green-martinez,48886,30
quickly-antioch-2,51978,1
pho-lee-hoa-phat-vacaville,45698,61
ice-monster-walnut-creek,52692,119
t4-walnut-creek,92240,136
chalogy-tea-bar-walnut-creek-4,79361,6
mr-green-bubble-walnut-creek-2,57098,144
cool-tea-bar-danville-4,36134,129
quickly-concord-5,83231,117
quickly-concord,65514,61
t4-and-poke-walnut-creek,22394,86
i-tea-moraga-3,69102,146
panache-caffe-lafayette,53822,138
coco-swirl-pleasant-hill,90962,51
surf-city-squeeze-concord,97616,103
hello-pho-concord,16075,18
harvest-house-concord,66266,118
i-love-teriyaki-and-sushi-concord-2,38130,82
cornology-walnut-creek-3,71584,47
saigon-bistro-concord,85003,10
99-ranch-market-concord-2,31737,2
double-rainbow-cafe-benicia,17744,80
blue-saigon-pittsburg,24427,112
jollibee-concord,73904,14
pho-huynh-hiep-5-kevins-noodle-house-concord,8834,106
pho-lee-hoa-phat-pleasant-hill,59242,3
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,58595,134
smitten-ice-cream-lafayette,75698,47
aung-maylika-benicia-4,74796,50
izzyas-frozen-custard-lafayette-2,90797,35
yogurtland-pleasant-hill,92153,22
golden-bakery-pittsburg,17844,122
tutti-frutti-montclair-oakland,76173,92
tangelo-frozen-yogurt-moraga,41707,63
surf-city-squeeze-antioch,81116,82
lv-vietnamese-pho-and-sandwiches-vallejo,82990,32
korea-house-concord,64719,83
yo-sushi-martinez,84723,77
lulus-kitchen-concord,53051,107
pho-hoa-an-pleasant-hill,9515,103
saigon-bistro-restaurant-pittsburg,40136,60
pho-lee-hoa-phat-pittsburg-5,92451,112
viet-nam-noodle-house-antioch-4,15750,144
little-hearty-noodle-moraga-2,53524,15
bubble-loca-richmond,5453,63
ten-ren-tea-co-richmond,95055,29
tala-coffee-and-tea-el-cerrito-2,35401,14
sharetea-san-rafael-3,52565,30
tpartea-boba-drinks-and-banh-mi-san-rafael-3,42013,130
sunny-day-sweet-house-richmond,69582,57
aloha-pure-water-shaved-ice-san-pablo,48626,48
world-wrapps-corte-madera-7,66685,58
quickly-el-cerrito,68826,112
tay-tah-cafe-albany,20518,62
sweetheart-cafe-berkeley,86836,13
teaone-berkeley-berkeley,32219,109
quickly-kobe-bento-richmond-2,79951,39
quickly-san-rafael,57083,142
sivans-cafe-hayward,29367,3
honey-bear-smoothie-tea-and-dessert-hayward,86366,84
sharetea-san-ramon,33495,65
t4-castro-valley,71620,28
quickly-hayward,36945,54
8-twelve-oriental-market-san-leandro,17898,92
polaris-ice-cream-rolls-hayward,45812,116
milkcow-castro-valley,42381,92
satori-tea-company-saratoga,83337,59
creative-sips-san-jose,11949,57
saratoga-bagels-saratoga,43081,84
snowflake-san-jose,69562,138
steepers-campbell,26050,41
yodo-yogurt-campbell,63004,107
caffé-central-santa-clara,42053,5
bar-code-santa-clara,78189,56
jovie-coffee-and-pho-campbell,25115,61
tous-les-jours-santa-clara,9502,115
menchies-frozen-yogurt-vallejo,78661,83
starbread-bakery-vallejo,92030,115
pho-1-vallejo,52710,89
sunshine-bakery-vallejo-3,19767,148
original-red-onion-vallejo-2,41031,18
yo-sushi-vallejo-2,26904,90
midori-japanese-cuisine-vallejo,8530,138
pho-lee-hoa-phat-vallejo-2,87883,22
pho-saigon-village-noodle-house-vallejo,21809,123
pho-lee-hoa-phat-2-vallejo-3,26294,81
chowking-vallejo,7909,31
tacos-jalisco-vallejo,60942,93
menchies-frozen-yogurt-belmont-2,85758,13
fashion-wok-foster-city,5013,79
pho-new-saigon-foster-city,43169,41
hongry-kong-belmont-2,59336,43
marina-food-san-mateo,73536,47
cooking-papa-restaurant-foster-city,36340,26
sheng-kee-bakery-san-mateo-2,36924,145
eat-on-monday-mountain-view-3,79601,138
pho-little-saigon-san-mateo,18515,129
myung-dong-tofu-cabin-san-mateo,81240,93
bagel-street-cafe-redwood-city,84606,53
east-14th-bakery-and-cafe-san-leandro-3,76648,60
tapioca-express-san-leandro,52199,52
quickly-san-leandro,27095,57
sweethoney-dessert-san-leandro-3,15260,136
hanoi-chicken-noodle-san-leandro,70164,78
loving-tea-san-leandro,49388,46
cafe-sorriso-san-leandro,93277,27
d-t-dim-sum-and-tea-san-leandro,87516,44
milk-and-cookie-bar-castro-valley-3,92986,117
sweet-dee-cupcakes-and-snow-ice-san-leandro,77872,34
quickly-san-lorenzo,5099,117
tapioca-express-alameda,84067,75
leisure-cafe-san-leandro-2,84901,82
quickly-castro-valley,59972,18
china-kitchen-express-san-leandro,97108,6
pho-an-hoa-san-leandro,36857,132
tuttimelon-alameda,44778,91
banh-mi-ba-le-oakland,86576,13
pokeatery-castro-valley,10447,47
hot-spot-alameda,95957,10
worlds-fare-donuts-hayward,10459,96
taqueria-los-pericos-san-leandro,26796,10
pho-anh-ha-san-leandro,43234,32
craw-station-san-leandro,13936,77
r-and-d-cafe-san-lorenzo,8779,134
munch-hayward,8193,56
foodnet-supermarket-san-leandro-2,33329,32
yo-bowl-hayward,51252,114
yogurt-hill-hayward-4,73012,63
alohana-hawaiian-grill-san-leandro,86580,5
99-tea-house-fremont-2,50157,87
one-tea-fremont-2,51093,5
royaltea-usa-fremont,45686,45
teco-tea-and-coffee-bar-fremont,58262,100
t-lab-fremont-3,61961,65
q-tea-monster-newark,91680,70
gong-cha-fremont,51633,125
happy-lemon-fremont-2,75679,86
factory-tea-bar-fremont-2,23886,42
super-cue-cafe-fremont,14983,112
milk-and-honey-cafe-fremont,64273,105
tea-island-fremont-2,33506,13
taro-taro-dessert-and-tea-house-fremont,98420,94
i-tea-fremont-2,89215,80
i-tea-newark,92822,49
sharetea-fremont-2,22943,30
urbain-tea-fremont,20991,88
mandro-teahouse-newark-3,91169,97
gong-cha-newark,39285,127
tea-six-fremont-2,89554,14
tata-teahouse-fremont-2,90046,60
tea-station-newark,74483,126
sno-crave-tea-house-fremont,76840,111
boba-queen-fremont,16218,7
t4-tea-fremont-2,84391,31
boba-fitt-drinks-union-city,99333,96
sweet-home-cafe-fremont-2,90803,6
tea-era-mountain-view-2,34270,44
teaspoon-los-altos,33022,60
t4-fremont-8,24363,25
my-delights-fremont,60667,69
t4-fremont-3,87897,146
sno-crave-teahouse-union-city,19226,60
sharetea-union-city-3,19332,86
tastea-san-jose-2,57535,80
i-tea-castro-valley,47244,7
caface-newark-2,45323,146
tea-villa-milpitas,92247,132
mr-green-bubble-union-city,52218,5
pop-tea-bar-palo-alto-2,84910,16
i-tea-milpitas,60107,111
joy-4-tea-union-city,63586,127
sweet-coco-fremont-3,42950,36
icy-blue-fremont,29302,135
teatop-milpitas,20127,75
ten-ren-tea-co-of-milpitas-milpitas,15560,73
fantasia-coffee-and-tea-milpitas-2,74420,134
tapioca-express-union-city-2,89211,82
gong-cha-palo-alto,21352,39
sharetea-san-leandro-3,64452,149
boba-guys-san-francisco-6,20733,139
boba-guys-san-francisco-4,41050,109
wonderful-dessert-and-cafe-san-francisco-2,42906,55
little-sweet-san-francisco-10,15060,21
teaspoon-san-francisco,13133,115
boba-guys-san-francisco-10,57060,32
i-tea-san-francisco-3,42227,150
boba-guys-san-francisco-7,41371,7
plentea-san-francisco-san-francisco,65830,120
steap-tea-bar-san-francisco-3,19488,16
purple-kow-san-francisco-2,5184,108
omg-tea-san-francisco,25453,33
asha-tea-house-san-francisco,9962,134
super-cue-cafe-san-francisco,25725,147
boba-guys-san-francisco-15,27855,34
infinitea-san-francisco,79745,140
steep-san-francisco-2,33901,123
mr-t-cafe-san-francisco,87397,144
tpumps-san-francisco,91351,62
tj-cups-san-francisco-5,54861,46
wondertea-san-francisco-4,33114,46
the-boba-shop-san-francisco-4,86738,70
steep-creamery-and-tea-san-francisco,18506,109
bubblecup-san-francisco-2,27387,12
sweet-a-little-san-francisco-12,46342,77
tea-hut-san-francisco-2,63810,82
i-tea-san-francisco-2,11793,94
tancca-san-francisco-3,8191,109
sharetea-san-francisco-3,76027,13
mi-tea-san-francisco,86487,126
bb-tea-station-san-francisco-3,21424,33
tea-fm-san-francisco-3,25792,34
keep-it-san-francisco-6,91473,38
mr-and-mrs-tea-house-san-francisco,56859,49
e-tea-san-francisco,20259,39
gosu-san-francisco,14282,4
homeplate-boba-san-francisco,48168,88
cuppa-san-francisco,58043,107
super-cue-cafe-san-francisco-2,11558,28
puppy-bobar-san-francisco,58679,114
cool-tea-bar-san-francisco-4,91396,23
little-heaven-deli-san-francisco,20358,142
5-sweets-san-francisco,34252,44
good-earth-cafe-san-francisco-2,65553,93
sweethut-san-francisco,95068,89
frostea-daly-city-2,78578,144
teaone-san-francisco-5,26776,90
fifty-fifty-coffee-and-tea-san-francisco,59403,2
honey-creme-and-tea-san-francisco,90771,11
bambu-san-francisco-3,64419,133
i-tea-oakland,64219,76
mr-green-bubble-oakland,23762,46
t-and-bowl-oakland,51349,34
u-cha-berkeley,18524,98
the-sweet-booth-oakland,76369,15
asha-tea-house-berkeley,54642,150
i-tea-alameda,58339,96
t4-oakland,64498,26
wing-man-oakland-3,78299,149
sharetea-berkeley,75082,65
happy-lemon-berkeley-berkeley,35715,8
milk-tea-lab-pleasant-hill,76866,101
boba-ninja-berkeley,51039,35
sharetea-alameda-4,95240,95
purple-kow-berkeley-2,57132,46
teaway-alameda,46280,82
i-tea-walnut-creek-3,87331,67
sweetheart-cafe-oakland,34061,87
gelato-firenze-and-qtea-bar-oakland,47937,25
tea-delight-alameda-2,96810,105
quickly-oakland-4,59960,124
i-tea-san-leandro-2,63316,66
50-tea-oakland,26679,102
tea-press-berkeley-2,97001,30
taiwan-bento-oakland-4,33775,22
u-tea-cafe-oakland,61802,109
t4-alameda-2,39865,28
teazzert-alameda,24951,73
qteabar-oakland,46452,106
the-burrow-brisbane-4,9036,83
sweet-belly-oakland,87692,39
sancha-bar-oakland-3,9124,65
alice-street-bakery-café-oakland-2,55318,57
t4-san-leandro,25348,139
quickly-oakland-5,6180,29
bubble-tea-share-time-berkeley,43033,49
shooting-star-cafe-oakland,31427,2
pekoe-san-jose,94117,49
tea-lyfe-drinks-san-jose-3,50111,47
teahee-san-jose,42328,59
boba-pub-san-jose,59207,131
teaspoon-san-jose-2,81586,46
passion-t-snacks-and-desserts-san-jose,54959,76
pop-up-tea-coffee-and-snacks-san-jose,70245,111
happy-lemon-san-jose-5,38373,56
boba-bar-san-jose-3,59123,60
sinceretea-san-jose-2,42468,41
bobateani-san-jose,30720,78
soyful-desserts-san-jose-2,72251,62
one-tea-san-jose-4,13457,85
i-tea-san-jose,99187,119
the-tea-zone-and-fruit-bar-san-jose,18257,85
createave-cafe-san-jose-4,73435,43
tleaf-teapresso-san-jose-3,19072,135
katea-san-jose,50226,83
teatop-san-jose-2,76628,27
bubbly-san-jose-4,62041,2
vampire-penguin-featuring-jastea-san-jose,18862,145
simply-boba-san-jose,87415,126
happy-lemon-cupertino,58197,61
amor-cafe-and-tea-san-jose,14690,13
shincha-tea-san-jose-3,99533,38
sharetea-santa-clara-3,93637,94
chatime-san-jose-san-jose-3,47369,85
pure-tea-bar-san-jose,88651,105
t-spot-boba-drinks-and-snacks-san-jose,80312,85
meow-tea-san-jose,51591,80
fantasia-coffee-and-tea-san-jose-4,66167,42
monster-boba-cupertino-3,9620,143
teasociety-san-jose,96030,41
bfresh-snacks-and-drinks-san-jose,59833,56
beibay-tea-san-jose,13870,138
gong-cha-san-jose-19,99532,96
sweet-gelato-tea-lounge-san-jose,15206,147
sharetea-san-jose-3,28654,91
gong-cha-san-jose-8,77172,21
soyful-desserts-san-jose-8,76168,11
oooh-san-jose-4,64715,73
the-tea-zone-lounge-san-jose,25575,26
the-moo-bar-santa-clara,24511,83
tapioca-express-san-jose-8,75287,82
purple-kow-san-jose-4,40533,70
heritage-eats-napa,90379,19
yobelle-napa-2,19949,113
morimoto-napa-napa,80424,11
napa-noodles-napa,61267,103
crave-cafe-and-catering-american-canyon,38454,3
quickly-american-canyon-3,92287,43
top-that-frozen-yogurt-sonoma,29520,43
over-the-top-shop-frozen-yogurt-american-canyon,19147,108
sushi-grill-vallejo,52322,87
palm-thai-bistro-fairfield,53545,63
green-bamboo-restaurant-fairfield,82624,95
thai-kitchen-american-canyon,77934,18
sactomofo-sacramento-6,60853,109
westea-pleasanton,33148,36
baotea-cafe-pleasanton-2,17923,52
i-tea-dublin-dublin,88114,32
aroma-tapioca-tea-and-coffee-pleasanton,31276,143
i-tea-pleasanton,16389,122
t4-dublin,69845,104
tea-factory-dublin-2,74961,65
icicles-pleasanton,52287,119
sharetea-dublin-3,72725,119
cafe-tapioca-dublin,84168,118
quickly-pleasanton,90571,96
letea-pleasanton-2,25178,85
tea-breeze-pleasanton,41143,142
360-crepes-pleasanton-3,92255,45
t4-san-ramon-2,54774,6
i-tea-san-ramon-3,94042,36
snowflake-dublin,20749,129
quickly-dublin,50540,97
cafe-taiwan-pleasanton-9,63956,130
cafe-junction-pleasanton-3,7874,134
o-honey-dublin,68255,127
the-mix-creamery-dublin-2,57541,86
tasty-pot-dublin,6981,138
ohana-hawaiian-bbq-of-pleasanton-pleasanton,53485,113
99-ranch-market-pleasanton,6216,18
menchies-frozen-yogurt-dublin,39266,9
blossom-bee-dublin,97586,108
berry-delight-pleasanton,20031,49
new-thai-bistro-pleasanton-2,70817,110
tutti-frutti-frozen-yogurt-dublin,27183,14
kee-wah-bakery-dublin,89037,134
blush-organic-frozen-yogurt-dublin,98918,75
koi-palace-dublin,70960,130
berry-and-berry-yogurt-livermore,77527,19
pho-saigon-city-pleasanton,88859,80
yogurtland-dublin,49652,123
lees-sandwiches-dublin-2,45160,114
osaka-ramen-dublin,68106,56
pho-99-dublin-5,88517,107
tandoori-pizza-dublin,92681,75
halu-shabu-shabu-dublin,71914,93
amakara-dublin,60047,135
pho-saigon-garden-dublin,89326,67
pho-saigon-noodle-house-san-ramon,84987,41
85-c-bakery-cafe-newark,46258,41
blackball-desserts-union-city-union-city,80498,28
tasty-pot-newark,6979,150
icicles-newark,79460,6
che-lo-union-city-2,45482,66
fusion-mix-frozen-yogurt-fremont-2,86242,17
crepe-bar-newark,90353,41
q-cup-fremont,89440,8
bambu-newark-2,94412,132
bambu-union-city-2,47660,149
storm-crepes-newark,59764,5
sweet-orchid-fremont,96957,72
jenjons-cafe-union-city,97048,124
k-pop-cafe-fremont,58123,51
milkcow-fremont-2,11878,38
boba-guys-san-carlos-2,64910,41
teaquation-redwood-city,36475,47
t4-hayward-3,67257,13
sweet-spot-castro-valley,65732,100
teaster-hayward-2,87720,13
sharetea-palo-alto-2,16474,138
chatime-redwood-city-2,66072,142
eko-coffee-bar-and-tea-house-hayward,91568,103
tea-era-cupertino,36757,69
fantasia-coffee-and-tea-cupertino,46916,131
tpumps-cupertino,89966,47
super-cue-cafe-cupertino,27113,112
happy-lemon-cupertino-5,52703,108
ten-ren-tea-cupertino,8029,95
meet-fresh-cupertino,20416,41
hechaa-cupertino-4,88503,44
calibear-cyber-cafe-sunnyvale-6,76927,100
happy-lemon-sunnyvale-2,72311,90
what8ver-express-cupertino-2,26148,39
gong-cha-sunnyvale,16900,144
cafe-lattea-cupertino,97026,114
t4-cupertino-cupertino,95124,119
sharetea-sunnyvale-3,14992,51
tea-chansii-cupertino,35281,92
verde-tea-house-cupertino-2,51224,30
bubble-tea-time-saratoga,32266,142
the-tea-zone-and-fruit-bar-mountain-view,20392,71
teaspoon-santa-clara-7,52175,26
beastea-santa-clara,43432,52
teaspoon-mountain-view,78123,106
tea-annie-mountain-view,18275,109
verde-tea-cafe-mountain-view,67219,94
teafans-sunnyvale,86109,121
85-c-bakery-cafe-san-jose-5,85746,102
matcha-love-san-jose-6,82936,29
bambu-sunnyvale-2,11178,64
icicles-cupertino,87849,111
sunnywich-cafe-sunnyvale,24833,146
ocha-tea-café-and-restaurant-mountain-view-2,70557,96
bubble-bay-tea-santa-clara,70028,7
jazen-tea-san-jose-4,54255,135
comebuy-tea-and-coffee-santa-clara,31399,140
music-tunnel-ktv-cafe-san-jose-2,34634,33
jazen-tea-santa-clara-3,5609,100
butterfly-santa-clara,46162,111
quickly-cupertino,72728,51
california-mochi-santa-clara-4,31287,108
t4-livermore-livermore-2,75821,91
orange-tea-livermore,30366,108
big-fat-straw-cafe-livermore-2,34762,11
donut-wheel-livermore,90091,140
t4-san-ramon-3,87573,6
saigon-cafe-livermore,29671,140
rice-paper-bistro-livermore,28275,72
menchies-frozen-yogurt-livermore,95422,52
la-farfalla-bakery-fremont,8286,131
ice3-creamery-fremont,32670,24
yogurt-shop-danville,36861,115
bean-scene-cafe-fremont-2,8610,52
yogurtland-san-ramon,64764,103
chilly-and-munch-mountain-view,98681,103
jazen-tea-mountain-view-3,31415,79
t4-palo-alto-2,53936,147
pearl-cafe-mountain-view,94344,104
tapioca-express-mountain-view,69240,34
teaspoon-palo-alto-7,49941,38
teaspoon-milpitas,70226,92
teasociety-milpitas,74422,150
t4-milpitas,35343,22
bcute-tea-drinks-and-finger-foods-milpitas-2,92401,23
poke-xpress-milpitas,16268,71
happy-lemon-milpitas-6,58984,80
yummi-tea-cafe-san-jose-3,88981,52
sno-crave-tea-house-milpitas,9341,58
sancha-bar-milpitas,54814,23
chick-and-tea-milpitas-4,70630,85
t4-san-jose,90944,65
queens-cafe-milpitas,90228,94
the-pennywort-san-jose-5,63490,60
bambu-san-jose-9,75075,17
black-pearl-san-jose-2,42264,100
happiness-cafe-san-jose,96150,87
85-c-bakery-cafe-milpitas-2,88879,7
simpletea-milpitas,88875,74
bambu-milpitas-7,56630,63
fantasia-coffee-and-tea-santa-clara,91186,126
shihlin-taiwan-street-snacks-milpitas,18857,122
quickly-milpitas-2,73093,58
honeyberry-san-jose-9,65972,6
aroma-coffee-and-snacks-milpitas,28135,11
teatime-redwood-city,82059,1
comebuy-drinks-redwood-city,86875,150
teaspoon-redwood-city,66941,14
davidstea-palo-alto-2,65646,22
pokélove-palo-alto,43991,46
bare-bowls-palo-alto,29557,4
tea-time-palo-alto,93340,31
chantal-guillon-macarons-and-teas-palo-alto-2,91061,80
happy-donuts-palo-alto,97094,83
quickly-sunnyvale-4,34211,23
fraiche-palo-alto-2,23416,112
quickly-redwood-city,22606,32
coupa-café-palo-alto-3,35409,49
cream-palo-alto-3,93105,56
ohana-express-redwood-city-2,80541,40
yogurtland-palo-alto,49928,7
coupa-café-lytton-palo-alto,97014,145
green-bakery-and-café-los-altos-11,81827,110
wild-berry-yogurt-menlo-park,71954,146
the-posh-bagel-los-altos,94413,30
paris-baguette-palo-alto,15005,54
taza-deli-and-cafe-redwood-city,88817,9
rojoz-gourmet-wraps-palo-alto-2,75246,110
froyola-redwood-city,84617,73
mr-green-bubble-sunnyvale,54531,58
coupa-cafe-green-library-stanford,52472,141
dohatsuten-palo-alto,42481,141
panda-express-mountain-view-2,14229,66
nekter-juice-bar-mountain-view,89068,85
green-leaf-asian-bistro-and-cafe-redwood-city-2,24105,2
koma-sushi-restaurant-menlo-park-3,77949,12
the-axe-and-palm-stanford,38348,120
cocohodo-sunnyvale-2,22911,57
hotpot-first-sunnyvale,81395,116
bean-scene-sunnyvale,88367,61
sharetea-santa-clara-7,46833,51
jazen-tea-santa-clara-santa-clara,29395,29
honeyberry-santa-clara,80755,70
world-wrapps-2-0-santa-clara,74026,115
youji-fresh-rolls-wine-and-tea-santa-clara,94081,140
frozos-frozen-yogurt-santa-clara,44061,23
cool-tea-bar-south-san-francisco-4,83931,9
tiger-tea-and-juice-burlingame-3,14318,126
aqua-club-dessert-and-beverage-san-bruno,19789,105
bobabia-san-mateo,89832,5
happy-lemon-burlingame-4,77770,94
eggettes-south-san-francisco,92771,116
tpumps-burlingame,21296,118
teaspoon-san-mateo,86149,88
cha-express-san-mateo,13363,3
search-tea-millbrae-5,97028,71
tea-world-pacifica,72080,27
t4-millbrae-10,49611,89
i-tea-burlingame-2,99256,120
boba-dude-half-moon-bay,67825,63
eggettes-millbrae-2,35171,99
gong-cha-san-mateo-2,86623,30
bambu-south-san-francisco,16156,57
super-cue-cafe-san-mateo-2,69025,80
bambu-san-mateo-2,55065,27
eggettes-san-mateo,8499,129
chatime-san-mateo-2,22938,73
tpumps-foster-city,85958,132
creme-brewlee-san-mateo-2,63972,66
chatime-foster-city,70348,90
quickly-san-mateo,62176,56
fresh-nation-desserts-san-mateo-2,17859,5
ya-ua-yogurt-and-boba-tea-belmont-2,15217,93
snacks-san-mateo-2,19155,91
dessert-republic-san-mateo,60152,22
mints-and-honey-san-carlos,19661,122
bambu-millbrae-2,63877,56
icicles-san-mateo,31276,96
kingkat-bar-and-eatery-san-mateo-2,43131,147
quickly-burlingame-2,15560,5
antoines-cookie-shop-san-mateo-3,78968,112
quickly-foster-city-3,98891,8
moo-moo-yogurt-foster-city,21605,67
clear-optometry-san-mateo,80010,47
boiling-point-san-mateo,92777,69
cream-san-mateo,88310,127
poke-island-creasian-kitchen-san-mateo,27867,76
waterfront-cafe-burlingame,9672,44
never-too-latte-san-bruno-2,41015,107
jougert-bar-burlingame,91999,125
mini-coffee-san-mateo-2,97264,76
sweet-indulgence-millbrae-3,55120,131
ramen-dojo-san-mateo,28809,18
quickly-millbrae-4,30919,88
bobo-drinks-fairfield-2,8573,135
t4-tea-for-u-fairfield,15284,86
peace-love-and-boba-vacaville,59347,2
halo-halo-bar-and-boba-station-suisun-city,79789,79
quickly-fairfield-3,84884,141
tutti-frutti-fairfield-2,84324,105
sharetea-concord-3,44767,135
i-tea-pittsburg,50305,15
quickly-vallejo-12,89868,27
teazentea-brentwood-3,81281,57
quickly-vacaville,26061,42
mandro-teahouse-davis,53587,56
tapioca-express-vallejo,88550,118
okashi-fusion-vacaville,39507,128
cafe-tapioca-hercules,67638,142
pho-saigon-no-1-vietnamese-restaurant-fairfield-2,25787,93
ontap-davis,32966,45
t4-antioch-12,98064,20
bobaloca-concord-4,58283,134
teabo-café-davis,58573,35
lazi-cow-davis,96922,106
t4-san-pablo-3,85070,105
t4-concord-concord,54575,118
dragon-snow-el-sobrante,71184,85
cj-fusion-fairfield,34025,14
gong-cha-davis,56842,84
suisun-seafood-center-suisun-city,13371,140
teaone-davis,93961,62
quickly-brentwood-brentwood,23051,65
t4-davis-3,15933,45
bangkok-paradise-fairfield,84379,134
easel-davis-2,39642,135
sharetea-davis-davis-2,90120,148
the-old-teahouse-davis-3,98215,118
