store_id,ingredient_id,boba_id
teatop-milpitas,70344,vflnzyakey
qteabar-oakland,32134,fqmoyyowwq
t4-tea-for-u-fairfield,88601,paxkegtxcr
ohana-hawaiian-bbq-of-pleasanton-pleasanton,40023,qdxbeadrcr
palm-thai-bistro-fairfield,99142,lyzzywrzvi
yobelle-napa-2,36822,qassoqwvqp
quickly-milpitas-2,64502,igyorygyxq
okashi-fusion-vacaville,33908,pdmiqkvyxk
gong-cha-sunnyvale,14107,bhjwvgfxlf
pho-lee-hoa-phat-fairfield,71579,qquprgtvls
sweethoney-dessert-san-leandro-3,64851,yluvbmiszi
mini-coffee-san-mateo-2,11744,ulgctvdkjz
sunshine-bakery-vallejo-3,24450,qbgjkjkfom
boba-guys-san-francisco-7,65489,wsfhtkjfbl
teasociety-milpitas,24763,jccfmaqlvr
jovie-coffee-and-pho-campbell,30154,fewrduefhh
i-tea-san-jose,94506,czxwrrmdfx
green-bakery-and-café-los-altos-11,9844,gtnlyoikqg
jazen-tea-santa-clara-santa-clara,32814,hwllyaqmjv
i-tea-fremont-2,25713,qbztmrocmq
dragon-snow-el-sobrante,74310,sboaqgkoit
smitten-ice-cream-lafayette,88261,yrrrlyzwdf
teaspoon-san-mateo,42333,mdmiqtinwp
tasty-pot-dublin,10012,gskdoexdbe
saigon-bistro-restaurant-pittsburg,91515,derjxouwzm
harvest-house-concord,97564,ubgecghqef
chatime-san-mateo-2,75677,todinexoqm
eggettes-millbrae-2,30603,sfkwxwbtxy
smitten-ice-cream-lafayette,92411,xjfhcsmoxv
bambu-sunnyvale-2,99901,snwvmhawfq
napa-noodles-napa,72189,xtglmkbhna
quickly-american-canyon-3,17674,smcqrlugjl
quickly-sunnyvale-4,89779,urjypahlvi
bean-scene-sunnyvale,36463,lxdsanoemk
sweet-home-cafe-fremont-2,35271,iffdnhlkdf
quickly-oakland-4,25323,lqyisibrqh
pho-saigon-garden-dublin,94018,xgzukpmgkv
infinitea-san-francisco,11258,esmvybecwj
teaspoon-mountain-view,36789,xcxztxiflg
hechaa-cupertino-4,87326,htcwpwpxuh
aroma-tapioca-tea-and-coffee-pleasanton,63187,qqdtzymria
u-cha-berkeley,31977,mqovfavjpa
boba-fitt-drinks-union-city,92766,qfbnnkihcv
shooting-star-cafe-oakland,10058,jvuvcpvano
jazen-tea-santa-clara-santa-clara,53288,ltrealhjzq
search-tea-millbrae-5,38205,sezhcvwjrb
tleaf-teapresso-san-jose-3,79900,lsbuzzbvdd
sharetea-santa-clara-7,6582,hymzbotrvd
i-love-teriyaki-and-sushi-concord-2,5872,wbrmjrconi
t4-oakland,76745,hoanldewps
happy-lemon-fremont-2,97741,mujpasidmm
panda-express-mountain-view-2,90356,jrgekjfdgj
boba-guys-san-francisco-7,80105,wgrxfioxhk
lulus-kitchen-concord,5484,gmztktufgk
rice-paper-bistro-livermore,5618,oqlzawptrc
bobateani-san-jose,7591,otqsqqafqd
moo-moo-yogurt-foster-city,92264,fvvnvrewwv
quickly-dublin,12574,enmafbcvzq
super-cue-cafe-san-francisco-2,45980,wxdtsxidpd
saigon-bistro-restaurant-pittsburg,77788,pmvgcofjgk
q-tea-monster-newark,70110,qbstzffrkj
cream-palo-alto-3,14826,wficgybces
pho-saigon-village-noodle-house-vallejo,86794,sxuxopuonu
storm-crepes-newark,46636,yerzzqghtj
bambu-milpitas-7,19825,vhgsobvsqd
letea-pleasanton-2,56842,qvxcxxagkp
yogurtland-palo-alto,85547,yqzfdsloyh
menchies-frozen-yogurt-belmont-2,91199,kzqgqnymtm
paris-baguette-palo-alto,59421,tmayjsuapi
cooking-papa-restaurant-foster-city,32291,fygrfezili
koi-palace-dublin,21901,rszwvmdsxo
chatime-san-mateo-2,93071,qtzhgjlqln
super-cue-cafe-cupertino,52768,wxkkpdwrqf
midori-japanese-cuisine-vallejo,28256,hmwoepqjcr
bambu-milpitas-7,22407,tuhdhbvwbg
boba-pub-san-jose,50513,wkcfvsqpzv
quickly-brentwood-brentwood,17240,yyaybropra
taro-taro-dessert-and-tea-house-fremont,15581,mdanujiniv
snacks-san-mateo-2,92378,ahudikycyw
t4-livermore-livermore-2,60288,uywjcbmgnk
green-bamboo-restaurant-fairfield,24969,gvrgklsmpn
the-pennywort-san-jose-5,65536,bpgoitcfcs
easel-davis-2,56206,cqhzivgvly
blackball-desserts-union-city-union-city,33950,llpqweirxe
teaspoon-milpitas,43255,yrjkbwhlcs
yodo-yogurt-campbell,85402,plsynspdkp
munch-hayward,38863,odjwvopwuw
tala-coffee-and-tea-el-cerrito-2,80467,odrjtqysyi
mints-and-honey-san-carlos,47229,ysmzwfugwi
sactomofo-sacramento-6,99989,ihqgssbahu
teaone-berkeley-berkeley,14941,cjcrjssiex
polaris-ice-cream-rolls-hayward,79808,qqfgfngwwt
marina-food-san-mateo,66868,vqaneoioky
yo-sushi-martinez,80828,vucbrlthin
thai-kitchen-american-canyon,80869,kzizjqkcya
lazi-cow-davis,39444,okerfesema
sharetea-berkeley,37714,ggoducksrx
going-green-martinez,29069,aaznqivcga
saigon-bistro-concord,17270,hbhahwkowv
berry-delight-pleasanton,78916,fhlglonjjb
chatime-san-mateo-2,81542,hmbqrbvgxq
creative-sips-san-jose,52125,sqrdtufwkb
saigon-bistro-concord,58400,bbwmxuyacm
sweet-belly-oakland,77947,enbospweoe
99-ranch-market-concord-2,68655,iisxovjmvv
quickly-burlingame-2,35023,omsublfcfh
sweet-coco-fremont-3,52263,ggpvydnzcl
teatop-san-jose-2,52607,vuxkkkumvz
cafe-junction-pleasanton-3,69159,xtxrkgstbs
super-cue-cafe-cupertino,67940,xvqdwdrosl
milk-and-cookie-bar-castro-valley-3,88774,atobeoufcy
tea-chansii-cupertino,14161,quxlobbsof
tea-breeze-pleasanton,10830,cxkklsdirq
i-tea-newark,37812,ougnhapmnn
menchies-frozen-yogurt-dublin,78067,lzbmqzmvtq
steepers-campbell,85431,nkcahidzqp
yo-sushi-martinez,41893,aophfpydbh
omg-tea-san-francisco,46473,xfqhnekasz
sheng-kee-bakery-san-mateo-2,22100,xagzfmcafq
gong-cha-newark,71960,ifzzimjydh
coupa-cafe-green-library-stanford,13334,mffudnxslp
moo-moo-yogurt-foster-city,84031,nzjugjhbmj
yogurtland-san-ramon,18950,zepkmherax
top-that-frozen-yogurt-sonoma,84160,rfynyrlnqj
lulus-kitchen-concord,29407,feyoyyhkxd
teaspoon-los-altos,10164,zlhzfobnkf
boba-guys-san-francisco-10,25384,vbviojwotl
viet-nam-noodle-house-antioch-4,44786,ohsqetrbsq
yogurtland-san-ramon,34411,umfzsxziog
cocohodo-sunnyvale-2,64697,ulbaasvarp
the-tea-zone-and-fruit-bar-mountain-view,13757,irzamfkesj
k-pop-cafe-fremont,69854,iqdqurxcxs
teasociety-milpitas,10487,xdvhrdpiis
tapioca-express-san-jose-8,58020,edfyeukzgd
yogurtland-palo-alto,13103,rhsbrfylxw
qteabar-oakland,52045,ahrpyomzav
fantasia-coffee-and-tea-santa-clara,40453,etnyxmiwum
bb-tea-station-san-francisco-3,99538,ccmsbchfvj
boba-dude-half-moon-bay,30353,gkelgxgtfq
happy-lemon-cupertino,85192,axfzxckfve
pokélove-palo-alto,78754,rnqujmpwmr
taza-deli-and-cafe-redwood-city,11547,jyifnhtodd
t4-san-ramon-2,30945,fgppcehify
beastea-santa-clara,28778,dsojuzybgm
teatop-san-jose-2,31254,gzarznyenk
5-sweets-san-francisco,38442,nqwybbdlqx
china-kitchen-express-san-leandro,37318,xgdrokzuaw
plentea-san-francisco-san-francisco,73610,vhputosyxv
crepe-bar-newark,53029,sveiaraaqf
tj-cups-san-francisco-5,40233,eozcrytyma
qteabar-oakland,87226,rjyonnqrgd
plentea-san-francisco-san-francisco,21373,pzhsjguqyf
happy-lemon-berkeley-berkeley,96502,zvvlhbrtvd
sweethut-san-francisco,77374,bqnfqtnjwz
purple-kow-berkeley-2,10596,qnpfbebyex
quickly-millbrae-4,7832,dfgrxvvwpx
cuppa-san-francisco,20266,wfwcfkmzwm
coupa-café-palo-alto-3,44195,tpezfgcvjm
tj-cups-san-francisco-5,61093,hgyhzjogxg
quickly-san-leandro,29682,xvrjahdsvu
bean-scene-sunnyvale,45751,woenqpbzjc
harvest-house-concord,78624,wnhgayzbyj
quickly-vallejo-12,17049,tftwsmybsy
mr-green-bubble-union-city,81864,wxrugqepdg
quickly-san-leandro,37484,toicwktbig
teaone-san-francisco-5,62106,qlcwvjcter
bare-bowls-palo-alto,69856,mcvpdunuat
d-t-dim-sum-and-tea-san-leandro,10062,zfbekclcqu
boba-fitt-drinks-union-city,91852,ordzwkzgcr
sweet-spot-castro-valley,44677,pthfsalgab
sinceretea-san-jose-2,55146,pbnwuackhv
factory-tea-bar-fremont-2,39177,yuqrfujppl
teaspoon-san-francisco,75392,iisiikrdqw
happy-lemon-san-jose-5,8507,surjsvkyns
bambu-san-jose-9,87182,zffzxutgjz
the-sweet-booth-oakland,10271,txknycrneh
tay-tah-cafe-albany,89800,svlmwfnkmy
mr-t-cafe-san-francisco,41335,ydrnbmfubh
pho-lee-hoa-phat-pittsburg-5,42947,ouycjndpjk
bambu-milpitas-7,99518,ikyxhlzjyx
the-boba-shop-san-francisco-4,58151,wosyhcrmys
tea-press-berkeley-2,44747,ucgrzylvjg
fifty-fifty-coffee-and-tea-san-francisco,27793,brompixgjw
midori-japanese-cuisine-vallejo,98554,vaujuvopvw
tasty-pot-dublin,50718,hykavwsfda
sharetea-palo-alto-2,96076,saxktqsekl
la-farfalla-bakery-fremont,73202,phuijzkmke
eggettes-millbrae-2,56155,oixwsepxqe
sweet-dee-cupcakes-and-snow-ice-san-leandro,60681,xgfgivxbez
pho-saigon-no-1-vietnamese-restaurant-fairfield-2,41921,aspkzlgakw
menchies-frozen-yogurt-dublin,72919,crqmkdxkrb
cream-palo-alto-3,56762,lfepvddgiw
i-tea-san-francisco-3,72665,genyusfjef
sharetea-san-francisco-3,24879,kqwgqwfnfx
pho-huynh-hiep-5-kevins-noodle-house-concord,50101,hctbxqmmvy
t4-san-pablo-3,89081,manzvetllg
quickly-redwood-city,16260,mdnvavufrh
harvest-house-concord,54887,vusoiwsrmw
the-old-teahouse-davis-3,81876,dkjfnzaqpj
alohana-hawaiian-grill-san-leandro,66445,ipyasxwfkr
icicles-pleasanton,37587,mlfbpkqojj
joy-4-tea-union-city,82641,bqzalwrrrr
chowking-vallejo,39400,wqmhoozcrq
saigon-bistro-restaurant-pittsburg,95889,rdoopzqsig
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,13441,fqdcvfhlsm
saigon-bistro-concord,23805,xjmwuzzfia
cool-tea-bar-danville-4,82966,goskhucmyc
mr-green-bubble-walnut-creek-2,5727,lknxccbywx
purple-kow-san-jose-4,80664,jxzgncyhnl
munch-hayward,77989,pybkprykvy
saratoga-bagels-saratoga,93659,klfkwgxuod
purple-kow-san-jose-4,20123,wqtcmtsuoh
i-tea-san-francisco-2,71704,rbvcznkvrp
happy-lemon-berkeley-berkeley,27858,shkzdnxiej
teaster-hayward-2,38046,yhvqcffqnn
izzyas-frozen-custard-lafayette-2,20891,pizbogiuly
t4-fremont-8,29102,ylnuczbiyl
tata-teahouse-fremont-2,48135,jkgyzyakcz
teasociety-milpitas,52702,ptjvvaqnwm
halo-halo-bar-and-boba-station-suisun-city,97826,krgdxfulsd
milkcow-fremont-2,31040,sdhvliajyd
cuppa-san-francisco,21825,mdmkgcdodv
pho-lee-hoa-phat-vacaville,90155,numuqvgxea
gong-cha-san-mateo-2,79873,mnzfsvafpp
gosu-san-francisco,86759,wwylltmuem
createave-cafe-san-jose-4,37185,msemrhikox
yodo-yogurt-campbell,37072,cfxicdxrew
t4-fremont-8,87991,gemfsapnis
quickly-kobe-bento-richmond-2,36227,nmmtbzxrqw
yobelle-napa-2,11853,qejbkcohxh
quickly-castro-valley,71021,tnkbwxwgiz
ice3-creamery-fremont,46208,ethknreeox
cafe-junction-pleasanton-3,52256,kmcsrwhive
leisure-cafe-san-leandro-2,67268,vwvqexfwib
easel-davis-2,72182,konbdqwaea
tea-annie-mountain-view,24923,xgptrqrspk
lazi-cow-davis,50516,zyctiicomb
nekter-juice-bar-mountain-view,82850,tvxlentcbb
tea-island-fremont-2,5679,cwakeqbqtm
bubbly-san-jose-4,55189,zzpdjhvpay
pho-anh-ha-san-leandro,81352,rnohreqvlf
sharetea-san-francisco-3,40104,soslqywict
california-mochi-santa-clara-4,46288,zewxpkhlda
sharetea-fremont-2,77653,ccteppfycc
happiness-cafe-san-jose,75945,tlblopprpi
honeyberry-san-jose-9,34209,qjhlkuszsb
tpumps-san-francisco,88823,vjcmpszhpr
poke-island-creasian-kitchen-san-mateo,90348,cklnvatzhg
teabo-café-davis,80515,tsxqklitie
jazen-tea-santa-clara-santa-clara,35324,ictdmtfakw
tasty-pot-newark,25416,czhnkqaeyo
pho-lee-hoa-phat-pittsburg-5,9763,mdofdcqmwm
tj-cups-san-francisco-5,18847,uggydjwcdh
world-wrapps-corte-madera-7,70476,uwqibxyswy
cocohodo-sunnyvale-2,89846,iglkglfjkz
e-tea-san-francisco,73944,kddudgylyg
koi-palace-dublin,71683,wkyqqhpzpc
happy-lemon-milpitas-6,74468,cqwfmjtreo
the-boba-shop-san-francisco-4,76578,quqkvqnatz
tastea-san-jose-2,72094,nthkvhuaxk
royaltea-usa-fremont,71553,jbjqbkjfxb
boba-guys-san-francisco-7,76110,jvngarfxhr
halu-shabu-shabu-dublin,31443,rlksxadtlf
soyful-desserts-san-jose-8,12549,dpyovpatqh
quickly-sunnyvale-4,99141,xrlvstffln
super-cue-cafe-cupertino,56682,ypwhvjjyoo
yogurt-shop-danville,85234,rtezpqnvzm
quickly-milpitas-2,8650,vrpkpcuahs
coupa-cafe-green-library-stanford,60056,eqhpcaviqb
paris-baguette-palo-alto,46123,onfgabbomi
munch-hayward,79915,vkonmctzud
monster-boba-cupertino-3,43716,tmuzostvtp
i-tea-alameda,27958,htwqjewgwn
teaspoon-los-altos,45803,qqzpqcxapu
puppy-bobar-san-francisco,88288,legyimvzmk
fraiche-palo-alto-2,85902,covxtxfltg
jazen-tea-san-jose-4,79736,tthxxyaijh
over-the-top-shop-frozen-yogurt-american-canyon,21656,mwrmblfhri
i-tea-milpitas,66878,ectegfrrgd
sharetea-dublin-3,40537,xajvmywbvh
teaspoon-milpitas,79621,lwpupvljdb
double-rainbow-cafe-benicia,37750,wvymripusg
tapioca-express-union-city-2,36209,bixsexvnwr
simply-boba-san-jose,45070,woozjscruo
t4-and-poke-walnut-creek,90395,fnhxonvknn
comebuy-drinks-redwood-city,37871,jmrbolrcnd
t4-san-ramon-3,17287,yxohkblari
satori-tea-company-saratoga,10814,zneyxgehjz
halu-shabu-shabu-dublin,21278,cidusmoswv
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,91640,nwvncwuqrl
plentea-san-francisco-san-francisco,67780,rmvwjkiczn
chatime-san-mateo-2,68294,iwhggalxnu
tea-hut-san-francisco-2,86578,wbbsuxgien
jazen-tea-san-jose-4,7564,zzmmihsycr
blackball-desserts-union-city-union-city,9514,qekrxcnblf
happy-donuts-palo-alto,12760,sqewazqagd
myung-dong-tofu-cabin-san-mateo,79203,bidchkblic
sharetea-san-rafael-3,75390,ihkbqqbrjg
honeyberry-san-jose-9,41797,bptlgrhbkk
sharetea-sunnyvale-3,88251,irmofggzuv
aung-maylika-benicia-4,84886,gsxynfzejr
halo-halo-bar-and-boba-station-suisun-city,33233,zmemkvhdga
moo-moo-yogurt-foster-city,53103,puocpdhfzx
teaway-alameda,70937,dmkzunrgoc
the-boba-shop-san-francisco-4,98363,dowrzblscx
sweet-belly-oakland,97631,tzfkffgdza
happy-lemon-cupertino,63087,xhodgaeabz
polaris-ice-cream-rolls-hayward,33579,fnmvzbsins
icicles-cupertino,93916,bawggkvxlh
hongry-kong-belmont-2,63475,vjjzrdvjzi
pho-lee-hoa-phat-vacaville,45638,bwnfmbshln
bobateani-san-jose,11756,owayhqgfds
pearl-cafe-mountain-view,69452,qshlhhlpmk
never-too-latte-san-bruno-2,27890,ycewnqbjoj
ten-ren-tea-co-of-milpitas-milpitas,75948,mudasnfqaf
tancca-san-francisco-3,99770,twgwvurbmx
u-cha-berkeley,15264,ibmsajalro
vampire-penguin-featuring-jastea-san-jose,43813,mpvivcgole
sweet-gelato-tea-lounge-san-jose,65844,jldpjvsyqi
i-tea-milpitas,32908,rkbzatfjnv
menchies-frozen-yogurt-vallejo,54661,kqrhbmhvso
tutti-frutti-montclair-oakland,39346,eliltiqnxv
halu-shabu-shabu-dublin,32239,grzqizemoz
beastea-santa-clara,55341,pmaeipapwc
dessert-republic-san-mateo,8264,crwijefndu
tea-villa-milpitas,11851,kmopcxvpbi
t4-tea-for-u-fairfield,41942,gzwfkcerjk
sweet-coco-fremont-3,34727,yxfslyntfu
milk-and-honey-cafe-fremont,76986,rrgxxlkijl
the-pennywort-san-jose-5,33963,vzohdwzrzb
honeyberry-san-jose-9,11881,hgpqvmczfh
the-pennywort-san-jose-5,17227,dacijktqqt
sweet-indulgence-millbrae-3,5571,hxpclmvqjb
frozos-frozen-yogurt-santa-clara,92754,ljlmjmkqcl
rojoz-gourmet-wraps-palo-alto-2,87259,ohjlgaahbm
little-hearty-noodle-moraga-2,98731,ineqesnofw
hechaa-cupertino-4,89145,vrcoinzujo
aloha-pure-water-shaved-ice-san-pablo,24680,xhwzysirgh
milk-and-honey-cafe-fremont,48537,qvktiyssku
t4-concord-concord,83156,borpygzwrt
bubble-loca-richmond,56743,qitojfpoug
blackball-desserts-union-city-union-city,44273,vbewaazrbc
the-posh-bagel-los-altos,99373,olokwybhvg
berry-and-berry-yogurt-livermore,25759,aijzgzizum
t4-millbrae-10,63312,vkyvnsxgwi
poke-island-creasian-kitchen-san-mateo,20844,ngiplwoauo
blossom-bee-dublin,99623,ljfilqytny
jazen-tea-san-jose-4,38611,egrymppcwe
sharetea-concord-3,46682,xpsorianso
eko-coffee-bar-and-tea-house-hayward,31920,axbvkevbte
icy-blue-fremont,6608,ozyomuvxgy
green-bamboo-restaurant-fairfield,64316,vgcotyrhhl
boba-guys-san-francisco-7,92557,xphmadswai
cream-san-mateo,18083,xpbnqbydii
85-c-bakery-cafe-san-jose-5,73889,gwhtzyetls
yummi-tea-cafe-san-jose-3,9537,dihopnccue
sweet-gelato-tea-lounge-san-jose,65729,lpfqcaiwhf
craw-station-san-leandro,81534,rzhxmhdmpj
simply-boba-san-jose,9976,eykkgujxal
teatop-milpitas,77375,ymqdfepeoa
eggettes-san-mateo,39459,wghedlqdzu
teaway-alameda,85380,ltfvvcmhdl
hanoi-chicken-noodle-san-leandro,32090,ksygojmfap
yogurtland-palo-alto,80428,rudnegzzyd
antoines-cookie-shop-san-mateo-3,59044,emiqapowkm
u-cha-berkeley,48002,kfchckayng
tapioca-express-mountain-view,73450,akmheslmnj
harvest-house-concord,59211,xugugawufy
rice-paper-bistro-livermore,43195,rndagqzxcu
u-tea-cafe-oakland,87711,cysojhtruu
eggettes-millbrae-2,82943,lwuvaopnog
teaspoon-redwood-city,20111,kavfiubqnt
steap-tea-bar-san-francisco-3,30170,qapdijjeic
r-and-d-cafe-san-lorenzo,73340,iahpxhbnwu
bobaloca-concord-4,56203,xawvaeqoot
asha-tea-house-san-francisco,25388,qhgomrkmyl
sweetheart-cafe-oakland,68430,gmxwpnzkuv
bambu-sunnyvale-2,33726,ejoovtzbrw
bfresh-snacks-and-drinks-san-jose,8811,devcalkccn
boba-guys-san-carlos-2,87854,omfdnsulch
shincha-tea-san-jose-3,20094,tunrhvpdfx
gong-cha-san-mateo-2,79328,yzoefyrxyf
jazen-tea-mountain-view-3,47093,mucbixdkih
teazentea-brentwood-3,41995,ciuckhvjgn
50-tea-oakland,32230,bnfvsevakc
tea-world-pacifica,10409,uhdwzvgqdq
chilly-and-munch-mountain-view,36712,lpyxafzhzf
t4-antioch-12,14338,wchjcxzbrd
new-thai-bistro-pleasanton-2,70351,vqwqnechgo
saratoga-bagels-saratoga,70835,svielvsmwf
over-the-top-shop-frozen-yogurt-american-canyon,84790,lnbfbtntxc
tea-hut-san-francisco-2,55098,nwvukgocaj
green-bamboo-restaurant-fairfield,79083,hzzbfhkvos
storm-crepes-newark,89523,idwecgbnrr
i-tea-newark,64478,qrmhramxnw
sno-crave-tea-house-fremont,71757,qtczdzncfq
double-rainbow-cafe-benicia,44616,dkrllewxii
pop-up-tea-coffee-and-snacks-san-jose,40807,ggrezygkke
t4-concord-concord,99456,ovpyithwni
milkcow-castro-valley,67296,kdarcettvw
ya-ua-yogurt-and-boba-tea-belmont-2,23663,rdriuasbmh
coupa-café-lytton-palo-alto,53221,lolozbjlbh
t4-alameda-2,14065,bnwjeshhzd
milkcow-fremont-2,84517,nyaobcpovz
chowking-vallejo,43859,qspybfhbca
saigon-cafe-livermore,32116,etyyiqcmzg
over-the-top-shop-frozen-yogurt-american-canyon,88598,bzuroutqyo
t4-antioch-12,50549,bwftfftvkd
quickly-antioch-2,45267,ohivyquvba
8-twelve-oriental-market-san-leandro,79201,phefmuwoqs
bambu-san-mateo-2,95561,hjhotndbha
myung-dong-tofu-cabin-san-mateo,21953,mzxjxehsla
sweet-belly-oakland,86538,knypnhqnrz
99-tea-house-fremont-2,80430,ewljezkekr
sweet-indulgence-millbrae-3,86358,lqrgvutdna
yo-bowl-hayward,95548,mxhtfwfhto
tea-press-berkeley-2,68218,jbanewzsdg
yogurtland-dublin,44291,mjpszrvqvs
tea-chansii-cupertino,47688,tqxuijxkwq
pokélove-palo-alto,39896,woswnsdazf
the-pennywort-san-jose-5,92045,pwmxtbnknp
berry-and-berry-yogurt-livermore,74136,stkojmvzxx
pho-lee-hoa-phat-vacaville,74562,iqnkfwaizi
bean-scene-sunnyvale,19950,frtpqdfath
ohana-hawaiian-bbq-of-pleasanton-pleasanton,29472,ypfklcuksi
t4-millbrae-10,97517,wxrnmtufok
viet-nam-noodle-house-antioch-4,92480,wuqkckbacz
happy-lemon-berkeley-berkeley,33498,pmzyzyvmtv
snowflake-dublin,22362,tujgkqatky
t4-san-pablo-3,5740,yvhlyrwrpn
double-rainbow-cafe-benicia,89396,ernkwxqlyu
bubble-tea-time-saratoga,81279,neqcqlkvmb
quickly-fairfield-3,75699,gjkyvzjxsp
rojoz-gourmet-wraps-palo-alto-2,38439,shsyqurnkj
tangelo-frozen-yogurt-moraga,53490,igdekpvqxq
sweetheart-cafe-oakland,46653,znjgtihteo
happy-donuts-palo-alto,62844,ogzvdszyvc
i-tea-san-jose,7533,mpdlqaebxs
milk-and-cookie-bar-castro-valley-3,38639,tdsxxtehkx
hongry-kong-belmont-2,39847,eukbxakrwj
t4-walnut-creek,85183,bkgdnognru
steepers-campbell,52182,bdruhnmlpi
yogurt-hill-hayward-4,55695,crqhntkdsd
gosu-san-francisco,97324,cqvuwtydmp
quickly-fairfield-3,37814,krdysovedz
alice-street-bakery-café-oakland-2,17733,hpvwryvxnb
aroma-tapioca-tea-and-coffee-pleasanton,68225,gvniffvdis
the-axe-and-palm-stanford,53351,ppdlgofyxn
t4-milpitas,17574,rjwifolxdu
ohana-express-redwood-city-2,81077,haydxqnjtb
wild-berry-yogurt-menlo-park,37928,kvsmudnbhw
fifty-fifty-coffee-and-tea-san-francisco,92860,skvhoifctt
t4-livermore-livermore-2,96987,otlsdllgwu
bubbly-san-jose-4,43596,asiakqskhe
jollibee-concord,14166,sgnocqggpk
tangelo-frozen-yogurt-moraga,68873,pedqeajikh
monster-boba-cupertino-3,73972,gzecwnozff
sweet-coco-fremont-3,80980,dktstbwjpt
u-tea-cafe-oakland,16888,qwyicmdkld
simply-boba-san-jose,25951,sjwhuxtvsm
purple-kow-berkeley-2,6559,tymgroponq
i-tea-newark,88835,pmlvqvwlxn
cafe-junction-pleasanton-3,18570,nzqpecusbo
quickly-antioch-2,35595,sgggdapzvr
fantasia-coffee-and-tea-san-jose-4,92932,rkmledlfaw
asha-tea-house-san-francisco,38448,nfucflbwcq
happy-lemon-berkeley-berkeley,81738,lrbllhnwxr
t4-san-pablo-3,49155,iqgojfggcw
t4-and-poke-walnut-creek,82018,hbbjiwpulo
mandro-teahouse-davis,14424,eulsukgweu
blackball-desserts-union-city-union-city,41825,uckbkgolzi
pho-little-saigon-san-mateo,77371,bfuqjbxihk
happy-lemon-sunnyvale-2,53212,xoasqkizlk
yogurtland-san-ramon,83082,cqjsyxmkxt
quickly-pleasanton,38278,lsggjpyvyd
tuttimelon-alameda,76545,snjoablpwq
ontap-davis,48456,yxfxadiuar
t4-davis-3,23877,dzrvckacvk
lv-vietnamese-pho-and-sandwiches-vallejo,65852,ykbgtviulf
the-sweet-booth-oakland,68568,dtfgfjisyn
fashion-wok-foster-city,21877,qsgaxtvhvv
mr-and-mrs-tea-house-san-francisco,17647,zsfisxiopm
loving-tea-san-leandro,49530,muasjabfia
sharetea-dublin-3,95135,ruqsnxcniq
boba-ninja-berkeley,9272,dgiynuyuhf
tandoori-pizza-dublin,24114,dpwcsekqhd
pho-anh-ha-san-leandro,38995,ymrfqvewzi
wondertea-san-francisco-4,7188,orotfmkbgo
pho-saigon-noodle-house-san-ramon,38078,ekuhbalpux
mints-and-honey-san-carlos,33369,qdyuiahiev
sancha-bar-oakland-3,37757,zosupahlsu
little-heaven-deli-san-francisco,60175,vwquncphuj
tata-teahouse-fremont-2,43892,xiidleapca
i-tea-san-ramon-3,18678,nnonkkftrw
bagel-street-cafe-redwood-city,40844,bdnobdqhaj
teatime-redwood-city,25094,oyfjgljsve
mr-green-bubble-sunnyvale,36923,wlgubgvica
sunshine-bakery-vallejo-3,83522,oikpokfoql
bobaloca-concord-4,91345,eamsvpvury
factory-tea-bar-fremont-2,33104,febhxfvfzc
icicles-san-mateo,61941,hcqnhrufmv
frostea-daly-city-2,86967,gcndienogh
85-c-bakery-cafe-newark,16680,hxkwhylksj
wild-berry-yogurt-menlo-park,62995,brpkeirrnk
new-thai-bistro-pleasanton-2,89083,exuypcpqbc
original-red-onion-vallejo-2,42147,wxewewkfvk
cafe-tapioca-hercules,30981,pkhnjdsuub
teaster-hayward-2,15839,bznuvuozmm
t4-san-jose,73801,skormlcgzn
fresh-nation-desserts-san-mateo-2,84479,gymqfthdyb
wing-man-oakland-3,85084,azegzcssvt
wild-berry-yogurt-menlo-park,22251,rncksvgbfp
blackball-desserts-union-city-union-city,60693,lllcktxezv
mr-green-bubble-oakland,73435,anxcupatrg
gong-cha-newark,44011,sxlkyaksgk
amor-cafe-and-tea-san-jose,11673,ikbthhwovg
tea-press-berkeley-2,40226,sxrwnblogz
sunnywich-cafe-sunnyvale,46484,krglcgltus
icicles-san-mateo,9709,fnxjdpnajh
tastea-san-jose-2,51144,dtoarsbejo
tutti-frutti-fairfield-2,6002,aedwljhoup
sweet-spot-castro-valley,69034,dnmvjzsmhi
sharetea-san-francisco-3,23249,leoynhusor
waterfront-cafe-burlingame,15119,bdwomnxmft
aung-maylika-benicia-4,68640,ikjmjoikjb
pop-up-tea-coffee-and-snacks-san-jose,30644,tzzrgnyuxm
frostea-daly-city-2,10590,usjwslxbhd
good-earth-cafe-san-francisco-2,41492,yitxvsmvqz
world-wrapps-corte-madera-7,31070,syesghhwoh
golden-bakery-pittsburg,32508,mbzimhsmwm
alice-street-bakery-café-oakland-2,67551,gqyqvztqut
cj-fusion-fairfield,93337,eekywfbufg
sno-crave-tea-house-fremont,69578,bvmignphfp
sharetea-palo-alto-2,51391,ydiqsluxvl
osaka-ramen-dublin,10706,ytibbhbwdp
new-thai-bistro-pleasanton-2,80449,vvmlwtfviv
craw-station-san-leandro,87064,yysvvnhxkm
the-moo-bar-santa-clara,68576,piqxqidylz
ice-monster-walnut-creek,84218,ipagnokarf
